city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Hyderabad,08-03-2021,5,881.2,0,25.71,58.65,20.03,58.95,74.93,11.78
Hyderabad,09-03-2021,4,480.65,0,12.85,60.08,13.11,31.57,39.12,7.22
Hyderabad,10-03-2021,4,480.65,0,13.02,61.51,12.52,25.95,32.59,7.28
Hyderabad,11-03-2021,2,453.95,0,14.05,53.64,12.76,15.89,20.84,7.22
Hyderabad,12-03-2021,3,714.3,0,25.71,34.69,18.36,24.54,32.17,10.64
Hyderabad,13-03-2021,4,794.41,0.01,28.45,30.4,17.64,25.59,34.3,11.27
Hyderabad,14-03-2021,5,2082.82,17.21,52.78,0.08,36.24,83.82,100.05,18.75
Hyderabad,15-03-2021,4,714.3,0,21.94,47.21,15.26,30.04,37.22,9.88
Hyderabad,16-03-2021,4,587.46,0,16.28,68.67,16.21,30.38,36.22,7.92
Hyderabad,17-03-2021,4,787.74,0,25.02,50.07,19.31,47.84,57.57,10.51
Hyderabad,18-03-2021,4,560.76,0,14.4,59.37,14.54,41.11,48.54,6.97
Hyderabad,19-03-2021,5,647.54,0,17.14,62.94,19.07,51.03,61.27,7.92
Hyderabad,20-03-2021,5,1081.47,0,36.33,37.19,23.84,69.61,84.75,12.67
Hyderabad,21-03-2021,5,841.14,0,23.65,47.21,19.07,86.44,99.56,11.15
Hyderabad,22-03-2021,5,1895.9,8.83,51.41,0.41,30.99,115.87,135.79,18.49
Hyderabad,23-03-2021,5,1174.93,0,33.93,55.79,28.61,120.56,138.36,12.41
Hyderabad,24-03-2021,5,1148.22,0,33.24,41.49,25.27,117.42,136.07,13.81
Hyderabad,25-03-2021,5,1201.63,0,35.64,55.08,23.13,113.65,128.28,11.15
Hyderabad,26-03-2021,5,2883.91,11.4,86.37,0.2,60.08,174.74,196.88,23.31
Hyderabad,27-03-2021,5,2563.48,0.29,87.74,13.23,50.07,164.62,187.09,21.53
Hyderabad,28-03-2021,5,2777.1,12.18,80.88,0.04,51.02,178.36,209.74,20.77
Hyderabad,29-03-2021,5,2323.15,0.1,80.88,18.95,48.64,138.56,171.48,30.65
Hyderabad,30-03-2021,5,3738.4,27.05,102.82,0.12,61.99,205.82,249.92,23.81
Hyderabad,31-03-2021,5,2082.82,27.05,55.52,0.01,36.72,130.07,181.13,19.25
Hyderabad,01-04-2021,5,1642.23,29.5,48.67,0.01,30.04,81.53,118.24,22.04
Hyderabad,02-04-2021,5,4699.71,90.3,94.59,0,90.6,244.84,358.81,48.64
Hyderabad,03-04-2021,5,3337.86,50.52,91.85,0,61.99,183.07,283.13,39.01
Hyderabad,04-04-2021,5,1255.04,0.03,45.93,47.21,25.75,105.53,166.9,17.73
Hyderabad,05-04-2021,5,3524.78,36.66,74.03,0,49.59,211.96,263.63,24.57
Hyderabad,06-04-2021,4,654.22,0,17.65,63.66,18.6,43.42,55.95,8.74
Hyderabad,07-04-2021,4,627.52,0,15.25,71.53,15.26,40.49,54.22,7.6
Hyderabad,08-04-2021,5,1228.33,0,41.47,51.5,26.46,72.93,93.27,11.27
Hyderabad,09-04-2021,5,2536.77,14.53,82.25,0.14,48.16,141.8,170.75,22.04
Hyderabad,10-04-2021,4,687.6,0,19.54,68.67,27.18,41.77,62.45,9.12
Hyderabad,11-04-2021,4,934.6,0,29.82,36.48,22.41,41.79,50.42,5.07
Hyderabad,12-04-2021,4,480.65,0,10.45,76.53,13.95,25.75,32.54,4.88
Hyderabad,13-04-2021,5,3070.83,31.29,73.34,0,41.49,149.34,170.52,22.8
Hyderabad,14-04-2021,5,2750.4,27.27,61.01,0,29.56,125.8,145.83,11.15
Hyderabad,15-04-2021,5,2376.56,21.91,64.43,0.01,26.23,108.44,128.69,11.02
Hyderabad,16-04-2021,2,520.71,0,14.57,34.69,16.69,12.6,16.71,7.16
Hyderabad,17-04-2021,4,594.14,0,13.54,75.1,16.21,39.62,46.6,7.79
Hyderabad,18-04-2021,5,3257.75,35.76,72.66,0,33.85,167.13,187.77,20.27
Hyderabad,19-04-2021,5,847.82,0.01,24.68,36.48,14.66,53.25,67.16,10.51
Hyderabad,20-04-2021,5,1268.39,0.07,41.47,21.64,21.94,93.69,124.58,14.69
Hyderabad,21-04-2021,5,620.84,0,14.22,92.98,19.55,66.5,79.74,7.03
Hyderabad,22-04-2021,5,834.47,0,22.62,55.79,18.6,60.81,75.54,10.39
Hyderabad,23-04-2021,4,854.49,0,23.99,60.08,15.5,46.99,57.86,8.49
Hyderabad,24-04-2021,4,781.06,0,22.96,57.22,15.02,45.53,56.89,9.25
Hyderabad,25-04-2021,5,714.3,0,19.36,61.51,13.71,54.87,69.81,7.35
Hyderabad,26-04-2021,4,654.22,0,16.11,55.08,15.02,37.49,48.45,8.61
Hyderabad,27-04-2021,5,660.9,0,16.97,75.82,14.31,53.57,64.41,7.35
Hyderabad,28-04-2021,5,2536.77,28.39,71.97,0.01,24.08,158.9,214.07,17.99
Hyderabad,29-04-2021,5,5500.79,89.41,126.12,0,113.49,302.18,362.28,80.05
Hyderabad,30-04-2021,5,2002.72,19.22,54.15,0.03,26.23,118.85,154.34,20.01
Hyderabad,01-05-2021,4,574.11,0,14.74,70.81,17.64,40.29,52.39,7.6
Hyderabad,02-05-2021,4,534.06,0,14.22,45.06,14.19,33.68,44.17,7.03
Hyderabad,03-05-2021,5,1842.5,12.07,52.78,0.21,26.23,93.7,114.56,17.99
Hyderabad,04-05-2021,5,1068.12,0,37.01,53.64,23.37,71.6,83.29,12.03
Hyderabad,05-05-2021,5,1655.58,6.48,65.12,7.69,24.08,74.48,91.48,13.43
Hyderabad,06-05-2021,4,841.14,0,30.16,40.05,26.23,49.92,61.2,11.91
Hyderabad,07-05-2021,4,747.68,0.17,27.08,17.88,18.6,27.26,36.56,10.39
Hyderabad,08-05-2021,3,881.2,1.15,29.13,7.15,22.65,24.06,30.66,10.77
Hyderabad,09-05-2021,1,433.92,0.01,9.08,29.33,9.06,7.21,10.15,5.38
Hyderabad,10-05-2021,5,4539.49,100.14,61.01,0,41.96,189.92,233.63,30.91
Hyderabad,11-05-2021,5,1682.28,29.06,34.27,0.02,17.17,63.96,97.21,15.96
Hyderabad,12-05-2021,3,560.76,0,11.31,80.11,10.85,21.92,27.64,6.9
Hyderabad,13-05-2021,4,420.57,0,6.68,113.01,7.39,32.69,40.19,6.08
Hyderabad,14-05-2021,4,500.68,0,13.02,67.95,12.16,36.12,45.08,7.85
Hyderabad,15-05-2021,3,467.3,0,11.48,67.95,14.42,24.17,29.34,4.75
Hyderabad,16-05-2021,1,303.75,0,5.91,53.64,5.9,6.04,8.26,1.55
Hyderabad,17-05-2021,3,560.76,0.07,17.65,17.17,14.19,21.28,25.04,2.72
Hyderabad,18-05-2021,3,420.57,0,10.28,48.64,10.97,20.33,23.81,4.18
Hyderabad,19-05-2021,1,323.77,0,9.94,47.21,15.02,8.48,11.5,3.26
Hyderabad,20-05-2021,1,370.5,0,10.03,58.65,7.33,7.5,12.4,2.69
Hyderabad,21-05-2021,1,387.19,0,8.23,61.51,6.68,5.98,11.4,6.46
Hyderabad,22-05-2021,4,433.92,0,6.86,101.57,6.56,32.9,39.14,5.38
Hyderabad,23-05-2021,5,1588.82,0.36,57.58,11.62,22.41,110.09,153.03,17.23
Hyderabad,24-05-2021,5,447.27,0,8.65,82.97,8.58,61.11,94.79,7.73
Hyderabad,25-05-2021,4,397.21,0,9.94,54.36,12.28,29.2,47.13,7.79
Hyderabad,26-05-2021,4,453.95,0,13.54,50.78,8.94,34.73,62.65,10.39
Hyderabad,27-05-2021,4,520.71,0,20.56,39.7,11.09,33.69,79.76,10.77
Hyderabad,28-05-2021,2,323.77,0,9.6,55.08,7.63,13.96,32.32,7.09
Hyderabad,29-05-2021,2,330.45,0,9.68,60.08,9.54,11.61,19.32,6.27
Hyderabad,30-05-2021,2,333.79,0,8.05,75.82,7.39,16.4,22.14,6.08
Hyderabad,31-05-2021,2,393.87,0,9.08,65.8,7.51,14.74,20.65,8.49
Hyderabad,01-06-2021,2,353.81,0,7.2,75.82,6.14,11.7,15.34,3.99
Hyderabad,02-06-2021,2,397.21,0,9.68,77.96,7.99,15.28,18.43,1.87
Hyderabad,03-06-2021,5,3284.45,95.67,33.59,0,37.67,141.81,202.4,28.37
Hyderabad,04-06-2021,4,847.82,0.73,29.82,8.67,12.76,32.64,49.65,6.02
Hyderabad,05-06-2021,4,640.87,0.02,20.74,26.11,9.3,42.58,61.44,4.5
Hyderabad,06-06-2021,4,467.3,0,9,90.12,8.58,47.39,53.27,1.43
Hyderabad,07-06-2021,3,527.38,0,14.74,47.92,7.45,22.42,31.16,4.12
Hyderabad,08-06-2021,2,367.17,0,13.88,36.48,9.78,10.6,19.34,8.87
Hyderabad,09-06-2021,1,330.45,0,10.28,43.63,8.58,8.11,10.24,2.44
Hyderabad,10-06-2021,1,277.04,0.01,8.91,27.18,4.95,3.38,4.55,1.58
Hyderabad,11-06-2021,1,267.03,0.02,8.05,22.35,4.05,4.01,5.41,1.92
Hyderabad,12-06-2021,1,253.68,0,5.4,33.98,3.76,3.17,4.67,3.2
Hyderabad,13-06-2021,1,280.38,0,6.51,33.26,3.87,3.38,4.13,1.09
Hyderabad,14-06-2021,1,260.35,0,5.23,35.05,3.73,2.8,3.63,1.16
Hyderabad,15-06-2021,1,313.76,0.01,9,26.46,4.71,4.78,6.36,2.38
Hyderabad,16-06-2021,1,317.1,0,7.97,33.98,3.73,4.78,6.88,1.88
Hyderabad,17-06-2021,1,287.06,0.01,8.65,26.82,4.47,5.49,7.18,1.62
Hyderabad,18-06-2021,1,273.71,0.05,7.63,18.06,4.53,6.89,8.43,2.34
Hyderabad,19-06-2021,1,250.34,0,5.91,35.76,3.46,3.27,4.89,3.01
Hyderabad,20-06-2021,1,233.65,0,4.16,33.26,2.59,2.93,3.91,2.31
Hyderabad,21-06-2021,1,253.68,0,5.48,43.63,4.47,4.55,6.39,4.56
Hyderabad,22-06-2021,1,353.81,0.01,14.22,29.68,9.18,6.28,11.21,8.23
Hyderabad,23-06-2021,1,297.07,0,9.25,37.19,6.26,3.45,6.48,6.59
Hyderabad,24-06-2021,1,340.46,0.01,12.68,26.11,9.42,7.44,12.83,8.04
Hyderabad,25-06-2021,1,280.38,0.01,7.63,26.82,4.23,4.68,6.7,4.24
Hyderabad,26-06-2021,1,303.75,0.01,10.03,25.75,4.77,5.27,6.85,2.34
Hyderabad,27-06-2021,1,303.75,0.01,8.48,26.46,4.29,4.12,5.67,1.49
Hyderabad,28-06-2021,1,337.12,0.03,10.54,21.64,5.19,6.8,9.01,1.93
Hyderabad,29-06-2021,3,500.68,0,17.82,42.92,12.04,21.89,29.55,3.17
Hyderabad,30-06-2021,2,433.92,0.01,16.62,30.4,11.21,14.09,22.14,8.49
Hyderabad,01-07-2021,5,2376.56,42.92,49.35,0,25.27,104.29,136.89,11.15
Hyderabad,02-07-2021,1,363.83,0.2,14.4,12.52,10.49,8.64,12.39,2.47
Hyderabad,03-07-2021,1,300.41,0.02,8.23,25.75,4.29,4.59,8.21,3.83
Hyderabad,04-07-2021,2,614.17,3.19,23.65,6.17,9.3,17.67,30.57,9.12
Hyderabad,05-07-2021,2,473.98,0.3,17.82,12.52,7.87,13.63,27.79,10.39
Hyderabad,06-07-2021,5,1575.47,18.33,50.72,0.02,29.56,60.96,74.69,7.22
Hyderabad,07-07-2021,4,680.92,4.75,23.99,1.23,10.37,25.84,44.2,4.12
Hyderabad,08-07-2021,3,627.52,1.79,23.31,3.58,10.85,24.7,35.79,3.04
Hyderabad,09-07-2021,3,514.03,0.2,17.31,13.41,8.82,23.09,30.22,2.91
Hyderabad,10-07-2021,2,407.22,0.21,17.65,11.62,8.82,15.81,20.33,2.06
Hyderabad,11-07-2021,1,333.79,0.12,10.97,13.41,5.13,7.72,9.07,1.17
Hyderabad,12-07-2021,1,307.08,0.01,8.48,25.75,5.19,5.01,6.15,1.22
Hyderabad,13-07-2021,1,297.07,0.04,8.57,19.49,5.25,4.74,5.82,1.17
Hyderabad,14-07-2021,1,287.06,0.05,8.65,17.52,4.23,4.28,5.05,0.9
Hyderabad,15-07-2021,1,280.38,0.02,7.97,23.96,4.17,4.26,5,0.85
Hyderabad,16-07-2021,1,327.11,0.01,9.25,32.9,4.89,6.53,8.37,1.39
Hyderabad,17-07-2021,1,363.83,0.02,13.02,26.46,7.27,9.6,12.17,1.65
Hyderabad,18-07-2021,2,423.91,0.05,15.77,20.92,9.78,12.53,17.88,2.63
Hyderabad,19-07-2021,1,347.14,0.22,10.97,11.8,6.68,6.19,9.42,2.03
Hyderabad,20-07-2021,1,277.04,0.01,7.8,26.11,4.17,2.89,3.72,0.93
Hyderabad,21-07-2021,1,257.02,0.01,7.63,26.11,4.23,3.69,4.67,1.09
Hyderabad,22-07-2021,1,243.66,0.01,6.17,25.03,2.5,2.67,3.1,0.58
Hyderabad,23-07-2021,1,253.68,0.02,7.28,23.25,3.82,5.09,5.93,1.06
Hyderabad,24-07-2021,1,273.71,0.02,8.05,24.68,4.47,7.68,8.85,1.25
Hyderabad,25-07-2021,1,257.02,0.05,6.77,17.88,4.65,2.59,4.06,2.91
Hyderabad,26-07-2021,1,247,0,6,30.76,4.47,3.01,4.52,3.39
Hyderabad,27-07-2021,1,263.69,0,6.77,32.9,5.13,2.89,4.28,2.85
Hyderabad,28-07-2021,1,257.02,0.01,6.26,28.25,4.41,3.36,5.05,3.33
Hyderabad,29-07-2021,1,250.34,0,6,32.19,4.47,6.49,8.44,3.64
Hyderabad,30-07-2021,1,243.66,0.01,6.17,28.97,3.82,8.98,10.99,2.19
Hyderabad,31-07-2021,1,250.34,0.01,6.34,24.32,4.11,8.61,10.89,3.48
Hyderabad,01-08-2021,1,230.31,0,5.14,31.11,3.52,3.96,5.53,3.74
Hyderabad,02-08-2021,1,243.66,0.01,5.06,29.68,4.05,5.67,7.82,3.61
Hyderabad,03-08-2021,1,263.69,0,6.68,38.98,5.72,5.62,8.31,4.37
Hyderabad,04-08-2021,1,263.69,0,7.88,32.54,6.02,4.19,6.01,3.1
Hyderabad,05-08-2021,1,263.69,0.01,7.11,30.4,5.36,3.15,4.76,3.55
Hyderabad,06-08-2021,1,273.71,0.02,7.54,25.39,5.48,5.46,7.59,3.86
Hyderabad,07-08-2021,2,353.81,0.01,13.2,28.25,8.82,12.89,19.6,5.51
Hyderabad,08-08-2021,1,297.07,0,7.8,36.48,5.25,8.48,12.96,4.24
Hyderabad,09-08-2021,3,734.33,8.27,19.36,0.54,7.27,23.62,41.51,3.9
Hyderabad,10-08-2021,2,390.53,0.04,14.22,22.71,9.42,12.33,18.91,3.26
Hyderabad,11-08-2021,1,363.83,0.02,10.88,26.11,6.02,5.2,9.29,6.71
Hyderabad,12-08-2021,1,357.15,0,9.43,45.78,6.68,7.64,10.87,4.24
Hyderabad,13-08-2021,2,370.5,0.01,13.88,29.33,9.89,10.79,16.3,5
Hyderabad,14-08-2021,4,867.84,9.84,26.05,0.92,10.01,29.98,49.74,6.46
Hyderabad,15-08-2021,1,250.34,0,6.08,34.69,3.19,2.69,4.57,5.38
Hyderabad,16-08-2021,1,317.1,0.01,10.63,29.68,6.5,7.39,10.07,2.28
Hyderabad,17-08-2021,1,320.44,0.02,11.82,24.68,5.54,9.8,11.2,1.24
Hyderabad,18-08-2021,1,333.79,0.01,10.2,26.82,4.11,7.89,9.01,1.06
Hyderabad,19-08-2021,1,313.76,0.05,11.31,19.67,6.26,7.38,9.29,1.9
Hyderabad,20-08-2021,1,260.35,0.02,7.88,25.39,3.87,4.09,6.05,2.38
Hyderabad,21-08-2021,2,500.68,4.3,17.65,0.91,7.87,14.68,26.41,2.98
Hyderabad,22-08-2021,1,327.11,0.16,9.43,13.77,5.19,6.05,10.89,2.03
Hyderabad,23-08-2021,4,634.19,1.69,21.76,9.48,9.42,25.72,32.46,2.22
Hyderabad,24-08-2021,5,1001.36,4.81,32.9,1.34,12.16,53.18,72.77,3.61
Hyderabad,25-08-2021,5,1522.06,33.53,22.28,0,13.71,72.41,102.72,5.76
Hyderabad,26-08-2021,3,487.33,0.62,17.65,8.32,8.23,20.56,30.19,2.6
Hyderabad,27-08-2021,3,674.25,14.75,13.02,0.02,9.78,23.09,39.91,3.48
Hyderabad,28-08-2021,2,440.6,2.99,15.42,2.08,7.75,11.83,18.39,2.09
Hyderabad,29-08-2021,2,403.88,0.78,15.42,4.34,6.62,16.84,21.68,1.93
Hyderabad,30-08-2021,2,357.15,0.04,9.08,20.56,4.59,14.34,15.85,1.49
Hyderabad,31-08-2021,1,310.42,0.01,9,30.4,4.29,6.45,7.15,0.75
Hyderabad,01-09-2021,2,487.33,0.88,16.79,5.99,10.01,13.14,20.47,2.76
Hyderabad,02-09-2021,4,961.3,16.54,18.51,0.04,12.52,39.94,63.65,4.69
Hyderabad,03-09-2021,4,781.06,10.28,20.91,0.55,15.74,30.2,40.73,3.36
Hyderabad,04-09-2021,1,407.22,0.34,14.05,12.34,5.6,8.45,11.64,1.58
Hyderabad,05-09-2021,1,313.76,0.03,8.48,21.28,3.37,4.9,5.77,0.93
Hyderabad,06-09-2021,1,380.52,0.05,11.14,19.31,6.26,8.87,10.18,1.55
Hyderabad,07-09-2021,2,350.48,0.08,13.02,16.81,6.02,10.68,12.29,1.3
Hyderabad,08-09-2021,1,277.04,0.01,7.63,26.46,3.31,3.54,5.05,1.49
Hyderabad,09-09-2021,1,270.37,0,7.28,34.33,4.29,3.81,6.01,2.6
Hyderabad,10-09-2021,1,290.39,0.01,10.45,27.54,6.62,4.47,6.86,3.42
Hyderabad,11-09-2021,1,293.73,0.01,10.8,26.11,6.8,7.09,10.3,3.17
Hyderabad,12-09-2021,1,260.35,0.01,7.03,25.39,4.23,3.54,4.88,1.46
Hyderabad,13-09-2021,1,240.33,0,5.57,34.33,3.19,3.78,5.19,1.98
Hyderabad,14-09-2021,1,273.71,0.01,7.28,28.61,4.35,4.27,5.79,1.82
Hyderabad,15-09-2021,1,300.41,0.04,9.34,20.92,5.01,3.42,5.34,2.06
Hyderabad,16-09-2021,2,420.57,0.62,16.28,8.4,6.86,10.22,19.82,3.71
Hyderabad,17-09-2021,2,567.44,1.84,21.25,4.83,8.94,18.7,33.36,3.48
Hyderabad,18-09-2021,2,547.41,1.05,21.42,6.71,8.82,19.47,33.92,3.67
Hyderabad,19-09-2021,4,594.14,0.28,21.76,12.52,8.11,27.35,44.79,4.88
Hyderabad,20-09-2021,3,473.98,0.43,17.82,9.92,7.51,20.91,32.35,2.69
Hyderabad,21-09-2021,4,687.6,4.19,21.76,1.3,10.01,31.32,43.37,2.82
Hyderabad,22-09-2021,1,387.19,0.18,14.57,12.88,6.8,8.87,11.73,1.82
Hyderabad,23-09-2021,1,343.8,0.15,12.85,13.59,5.78,8.15,10.31,1.66
Hyderabad,24-09-2021,2,440.6,0.71,18.51,5.81,8.35,13.75,16.31,1.71
Hyderabad,25-09-2021,4,747.68,12.74,15.59,0.05,9.54,25.34,44.22,3.48
Hyderabad,26-09-2021,2,370.5,0.03,11.14,21.1,5.84,14.79,17.6,2.01
Hyderabad,27-09-2021,2,360.49,0.06,11.31,17.52,5.72,11.92,13.49,1.52
Hyderabad,28-09-2021,1,323.77,0.01,9,26.46,3.73,6.61,7.24,0.79
Hyderabad,29-09-2021,1,337.12,0.07,10.8,19.31,5.72,5.74,9.94,2.76
Hyderabad,30-09-2021,2,440.6,0.14,15.25,21.1,7.87,15.23,28.96,2.63
Hyderabad,01-10-2021,5,3417.97,112.65,23.65,0,25.03,159.81,205.21,14.69
Hyderabad,02-10-2021,5,1054.76,0,30.85,52.21,34.33,95.23,100.49,3.71
Hyderabad,03-10-2021,5,1068.12,1.98,32.9,3.89,14.9,54.07,62.81,3.04
Hyderabad,04-10-2021,5,3070.83,62.59,36.67,0,21.7,142.32,163.59,5.76
Hyderabad,05-10-2021,5,2029.42,35.32,30.16,0,21.46,109.72,128.43,7.85
Hyderabad,06-10-2021,5,947.95,0.41,29.82,10.37,25.99,54.87,58.99,3.61
Hyderabad,07-10-2021,4,801.09,0.1,29.13,18.06,27.18,44.52,48.24,3.8
Hyderabad,08-10-2021,4,640.87,0,23.31,39.7,15.5,42.24,50.86,2.79
Hyderabad,09-10-2021,4,754.36,5.42,23.31,1.06,10.49,31.05,51.34,3.8
Hyderabad,10-10-2021,3,594.14,0.08,14.74,17.52,6.14,23.76,32.03,2.66
Hyderabad,11-10-2021,4,847.82,3.49,19.02,1.3,7.63,39.47,52.98,3.52
Hyderabad,12-10-2021,5,2883.91,46.05,48.67,0,25.27,186.75,223.84,13.3
Hyderabad,13-10-2021,5,4165.65,79.57,55.52,0,27.66,270.01,308.98,10.51
Hyderabad,14-10-2021,5,3845.22,89.41,49.35,0,23.84,243.79,295.09,12.67
Hyderabad,15-10-2021,5,847.82,0.19,31.53,16.99,11.8,76.11,94.65,8.36
Hyderabad,16-10-2021,5,574.11,0,10.97,113.01,17.41,62.39,63.78,1.44
Hyderabad,17-10-2021,5,1241.68,11.18,26.39,0.07,13.47,63.07,75.64,6.08
Hyderabad,18-10-2021,2,540.73,0,7.54,69.38,6.38,12.56,14.77,1.31
Hyderabad,19-10-2021,5,574.11,0,15.77,72.24,10.25,77.51,94.91,7.22
Hyderabad,20-10-2021,5,1174.93,4.02,40.1,2.75,14.66,83.52,107.44,13.81
Hyderabad,21-10-2021,5,947.95,0.04,34.62,27.18,14.54,76.61,95.41,12.16
Hyderabad,22-10-2021,5,2429.96,57.22,37.36,0,19.31,143.5,171.75,13.17
Hyderabad,23-10-2021,5,4753.11,126.96,58.26,0,33.38,241.47,277.58,27.61
Hyderabad,24-10-2021,5,1148.22,0,35.99,57.94,28.37,114.58,131.65,11.53
Hyderabad,25-10-2021,5,2323.15,17.43,52.09,0.03,22.65,158.17,178.53,13.17
Hyderabad,26-10-2021,5,1522.06,1.4,56.21,7.69,20.98,124.48,148.42,14.95
Hyderabad,27-10-2021,5,1094.82,0,35.64,73.67,27.18,135.37,152.68,9.63
Hyderabad,28-10-2021,5,1708.98,0.09,54.84,22.89,28.13,142.58,159.59,15.96
Hyderabad,29-10-2021,5,527.38,0,13.2,108.72,20.03,76.22,83.06,4.62
Hyderabad,30-10-2021,5,1295.09,0,40.44,55.79,28.13,125.53,136.86,5.89
Hyderabad,31-10-2021,5,1588.82,0.1,39.76,17.35,20.27,93.91,102.91,4.88
Hyderabad,01-11-2021,5,1148.22,0.02,26.39,26.11,17.64,69.41,77.14,3.89
Hyderabad,02-11-2021,4,767.71,0.03,19.54,25.03,22.89,45.53,48.41,2.79
Hyderabad,03-11-2021,4,834.47,0.03,22.96,25.75,25.99,48.35,50.43,2.09
Hyderabad,04-11-2021,5,1014.71,0.05,33.93,22.17,31.95,58.72,62.31,3.48
Hyderabad,05-11-2021,4,707.63,0,18.68,46.49,22.41,28.33,31.02,2.82
Hyderabad,06-11-2021,5,1335.14,5.81,40.1,0.99,21.46,59.29,72.37,5.26
Hyderabad,07-11-2021,5,1308.44,0,38.73,36.48,18.36,96.43,105.97,10.64
Hyderabad,08-11-2021,5,1121.52,0,31.87,57.22,18.6,138.63,147.87,8.74
Hyderabad,09-11-2021,5,1976.01,0.02,68.55,33.26,30.99,231.93,251.01,17.23
Hyderabad,10-11-2021,5,1842.5,0.03,63.75,27.54,26.46,177.57,194.13,16.21
Hyderabad,11-11-2021,5,881.2,0,20.73,128.75,26.94,152.75,164.59,5.07
Hyderabad,12-11-2021,5,1014.71,0,17.99,121.59,17.4,199.15,205.16,1.41
Hyderabad,13-11-2021,4,707.63,0.13,17.48,15.38,16.93,39.27,40.67,2.6
Hyderabad,14-11-2021,2,614.17,0.03,17.99,23.25,18.12,17.41,19.04,2.09
Hyderabad,15-11-2021,4,727.65,0.1,19.88,17.34,18.36,25.24,27.87,2.47
Hyderabad,16-11-2021,4,580.79,3.41,23.31,1.03,21.46,32.64,36.01,2.66
Hyderabad,17-11-2021,2,640.87,0.19,18.34,14.31,15.26,16.59,18.27,1.87
Hyderabad,18-11-2021,5,2536.77,21.01,52.78,0.02,28.13,125.15,140.08,8.99
Hyderabad,19-11-2021,5,2029.42,27.72,36.67,0,26.7,90.19,100.9,5.83
Hyderabad,20-11-2021,4,720.98,0.05,22.28,22.17,21.7,35.67,36.98,1.87
Hyderabad,21-11-2021,2,507.35,0,10.71,43.63,12.52,17.42,18.78,1.12
Hyderabad,22-11-2021,2,427.25,0.13,13.71,15.74,12.64,10.9,12.54,1.88
Hyderabad,23-11-2021,5,1388.55,1.87,40.1,7.24,19.07,75.33,86.43,4.75
Hyderabad,24-11-2021,5,2056.12,19.22,72.66,0,42.44,114.07,130.18,6.33
Hyderabad,25-11-2021,5,1615.52,8.16,40.44,0.54,21.93,87.75,102.32,5.38
Hyderabad,26-11-2021,5,1949.31,0.02,58.26,32.19,28.85,173.66,187.69,10.01
Hyderabad,27-11-2021,5,1401.9,0.02,44.55,30.4,20.03,117.67,127.74,9.88
Hyderabad,28-11-2021,5,1134.87,0.04,35.99,25.75,15.97,103.22,113,11.78
Hyderabad,29-11-2021,5,687.6,0,10.11,92.98,14.54,75.75,79.21,2.28
Hyderabad,30-11-2021,5,1001.36,0,22.62,60.08,25.75,112.62,116.61,3.58
Hyderabad,01-12-2021,5,1642.23,2.29,47.3,3.8,22.89,189.33,206.55,14.06
Hyderabad,02-12-2021,5,741,0,15.08,97.27,17.64,147.14,156.92,2.37
Hyderabad,03-12-2021,5,947.95,0,22.96,89.41,18.36,161.53,179.08,5.07
Hyderabad,04-12-2021,5,3017.43,33.53,64.43,0,26.94,252.07,279.44,10.77
Hyderabad,05-12-2021,5,1428.6,0.36,47.3,13.59,16.45,136.05,148.36,14.19
Hyderabad,06-12-2021,5,1054.76,0.01,35.3,31.47,17.17,77.55,86.53,12.03
Hyderabad,07-12-2021,5,1602.17,0,47.98,50.78,29.09,165.02,178.9,13.93
Hyderabad,08-12-2021,5,1001.36,0,31.87,60.8,27.66,96.68,104.72,10.51
Hyderabad,09-12-2021,5,1401.9,0,39.07,65.8,23.13,133.3,144.4,5.45
Hyderabad,10-12-2021,5,894.55,0,24.33,47.21,24.56,84.01,91.25,3.86
Hyderabad,11-12-2021,5,1508.71,0.36,46.61,12.7,26.94,97.68,105.03,5.26
Hyderabad,12-12-2021,5,1228.33,0,34.27,52.21,20.5,100.94,111.35,7.09
Hyderabad,13-12-2021,5,1655.58,0.31,50.72,15.91,20.98,161.28,175.09,14.19
Hyderabad,14-12-2021,5,1281.74,0.05,39.07,22.71,24.8,93.56,104.37,12.92
Hyderabad,15-12-2021,5,1348.5,0.43,43.18,11.98,23.6,108.33,121.04,14.19
Hyderabad,16-12-2021,5,1014.71,0,32.22,75.1,24.56,122.17,130.49,8.36
Hyderabad,17-12-2021,5,1789.09,0.61,62.38,13.23,24.08,164.87,179.12,15.71
Hyderabad,18-12-2021,5,1388.55,0,48.67,42.92,27.18,130.08,141.17,10.77
Hyderabad,19-12-2021,5,881.2,0,27.08,76.53,27.18,124.99,133.3,6.71
Hyderabad,20-12-2021,5,1682.28,0.56,54.15,15.02,20.74,173.34,188.55,11.02
Hyderabad,21-12-2021,5,2056.12,1.06,69.23,9.48,30.52,136.93,153.1,19.76
Hyderabad,22-12-2021,5,4486.08,81.36,72.66,0,40.05,255.21,285.51,28.37
Hyderabad,23-12-2021,5,3150.94,42.47,71.97,0,31.47,193.47,226.23,25.59
Hyderabad,24-12-2021,5,2857.21,36.21,74.03,0,29.09,162.82,191.1,23.05
Hyderabad,25-12-2021,5,1522.06,0.49,53.47,16.63,19.79,112.56,130.14,15.58
Hyderabad,26-12-2021,5,3631.59,39.79,82.25,0,25.51,259.79,289.19,22.04
